company,Name ,Date,Review,Resolution against customer complaint,Source
vogo,Sunil Valavala,5-Feb-20,"There are 25 scooters physically present in KPHB. None of them are useful for a ride. Moreover no vogo representative here. Upon QR scan, it says currently unavailable for ride.","Hi Sunil! We always ensure that the bikes are in a well-maintained condition and with fuel, and we are sorry if you did not find the same. We are keen to know more about it, in order to have it fixed, please send us an email at help@vogo.in. Kindly consider another chance for VOGO to serve you better. Regards, Team VOGO.",Google Play Store
vogo,Syed Ashfaq,28-Mar-20,"Wrost service they are providing don't go with this Bounce is better When i want to book vogo we have to pay 199 security deposit i paid that amount but Amount not credited to vogo and debited from my account that was my first experience, which disappointed me, and after 7 day my amount is refunded which knows that how you are providing the services to the customers.","Hi Ashfaq, Sorry to hear about the unpleasant experience. We are really keen to know what went wrong with your experience so that we can fix whatever went wrong. Could you please drop in an email to help@vogo.in with your details, so that we can investigate further. We'll be grateful for your feedback. Best, Team VOGO.",Google Play Store
vogo,poojith sai,15-Feb-20,There is no zero rating for this app. this is the worst rental app and worst bikes i have ever seen i have been faced lot of problems due to this and lot of wasting our time by renting this,"Hey Poojith, We always ensure that the bikes are in a well-maintained condition and with fuel, and we are sorry if you did not find the same. We are keen to know more about it, in order to have it fixed, please send us an email at help@vogo.in. Kindly consider another chance for VOGO to serve you better. Regards, Team VOGO.",Google Play Store
vogo,Saiteja.pandhilla Saiteja.pandhilla,17-Feb-20,Worst app I didn't upload my license before In this. This is my first time but it was telling ur license already exists.. no proper verification before creating a account worst app I have contacted for help no response from them also..,"Hey Saiteja, Our sincere apologies for the unpleasant experience. We urge you to share a clear image of the license along with your number on help@vogo.in, so that we can investigate further and get this resolved asap. Kindly consider another chance for VOGO to serve you better. Best, Team VOGO.",Google Play Store
vogo,Vineeth Wilson,18-Mar-20,Trrible app. Average customer support. Waiting for my refund for about 2 days. They have not yet called back or responded.,"Hey Vineeth, It's really unfortunate that you had a bad experience with us, we are keen to know what went wrong, as we wish to make your experience satisfactory. Please share your concerns at help@vogo.in, so we can investigate further and fix this at the earliest. Kindly consider another chance for VOGO to serve you better. Best, Team VOGO.",Google Play Store
vogo,Ashwin Kumar,3-Feb-20,Hi Vogo Your app was showing 3 bike at Rajeswari temple btm and 2 behind Lenskart BTM 2nd stage.. when I went to both locations by walking 2 km your executives said that the bike are under repairs. I have wasted like 15 - 20 mins in this whole process. Can you fix your app and stop wasting people time.,"Hi Ashwin , We are sorry for the inconvenience caused.We'd request you to please write to us at help@vogo.in with your registered mobile number. Our support team shall get in touch with you regarding your concerns. Best, Team Vogo",Google Play Store
vogo,prashant shravan ghagare,10-Feb-20,Good app useful.... One star less for number of drop station are few and the bike was not having rear view mirrors on it,"Hey Prashant, Thanks for your valuable feedback. We try to keep our services ready with the best quality vehicles to our customers for a comfortable ride. However, we will re-examine the vehicle condition henceforth. Looking forward to serving you again Best, Team VOGO.",Google Play Store
vogo,Bhanu Prakash,21-Feb-20,"When ur out of station, the app doesn't let u to estimate fairs & not to look for vogo stations,& bookings to look for an issue, it's the major problem. Kindly fix it","Hey Bhanu, Sorry for the inconvenience caused. We understand your concern, We are constantly improving our product and the user experience associated with our app. Although we can't commit on anything at the moment we will certainly take this up as a feature requirement and pass on the feedback to our product team. Best, Team VOGO.",Google Play Store
vogo,Varun Bhat,11-Mar-20,Very nice. Better than bounce in terms of UI and the app built,"Hey Varun, Sorry for the inconvenience you had to go through. we are expending and improving our services and also, constantly improving our product and the user experience associated with our app. which may take some time. Kindly consider another chance for VOGO to serve you better. Best, Team VOGO.",Google Play Store
vogo,Nikhil Eshwar,24-Feb-20,Worst cheating rentals i have seen till now.they said full cashback for vehicle breakdown issue.i have uploaded all clear images and slips..but they keep on lagging amd rejecting my ticket.even though after calling customer care service there is refund.and each customer care executive ask to do this and that but even after doing everything there is no refund.,"Hey Nikhil, We are sorry for the trouble caused to you. As you have dropped an email to us, the team will surely get in touch with you and assist you on the same. Best, Team VOGO.",Google Play Store
